date,open,high,low,close,volume,adjusted_close,currency
2024-12-18 00:00:00+05:30,650.0,780.0,650.0,764.6500244140625,46659166,764.6500244140625,INR
2024-12-19 00:00:00+05:30,737.0,802.0,722.0499877929688,736.4000244140625,16050121,736.4000244140625,INR
2024-12-20 00:00:00+05:30,728.7000122070312,748.0,693.0999755859375,703.6500244140625,8416898,703.6500244140625,INR
2024-12-23 00:00:00+05:30,705.0,722.9000244140625,695.1500244140625,710.5499877929688,2626536,710.5499877929688,INR
2024-12-24 00:00:00+05:30,715.0,771.7000122070312,703.4000244140625,763.0499877929688,4582941,763.0499877929688,INR
2024-12-26 00:00:00+05:30,783.0999755859375,808.7999877929688,732.2000122070312,746.0499877929688,8617783,746.0499877929688,INR
2024-12-27 00:00:00+05:30,740.2000122070312,755.0999755859375,715.0999755859375,722.0499877929688,2268580,722.0499877929688,INR
2024-12-30 00:00:00+05:30,722.0499877929688,764.4000244140625,719.5999755859375,746.4000244140625,2403005,746.4000244140625,INR
2024-12-31 00:00:00+05:30,746.3499755859375,773.0,734.6500244140625,751.2000122070312,1831465,751.2000122070312,INR
2025-01-01 00:00:00+05:30,751.25,785.25,745.2999877929688,758.0,2207719,758.0,INR
2025-01-02 00:00:00+05:30,762.0,777.0,737.75,768.75,2138913,768.75,INR
2025-01-03 00:00:00+05:30,773.0,803.7000122070312,763.3499755859375,779.9000244140625,2654451,779.9000244140625,INR
2025-01-06 00:00:00+05:30,784.4000244140625,784.4000244140625,720.5499877929688,727.9000244140625,2254973,727.9000244140625,INR
2025-01-07 00:00:00+05:30,731.9000244140625,741.0,723.2999877929688,731.25,867017,731.25,INR
2025-01-08 00:00:00+05:30,733.9500122070312,742.8499755859375,724.0,729.7000122070312,767227,729.7000122070312,INR
2025-01-09 00:00:00+05:30,729.0,737.8499755859375,721.3499755859375,728.7999877929688,486442,728.7999877929688,INR
2025-01-10 00:00:00+05:30,725.2999877929688,728.7999877929688,700.0499877929688,719.6500244140625,687304,719.6500244140625,INR
2025-01-13 00:00:00+05:30,702.2000122070312,722.0,696.2999877929688,709.8499755859375,818775,709.8499755859375,INR
2025-01-14 00:00:00+05:30,705.0,734.3499755859375,705.0,729.0499877929688,418137,729.0499877929688,INR
2025-01-15 00:00:00+05:30,718.9500122070312,728.7999877929688,702.0999755859375,710.3499755859375,1193889,710.3499755859375,INR
2025-01-16 00:00:00+05:30,712.25,728.3499755859375,712.25,716.8499755859375,356248,716.8499755859375,INR
2025-01-17 00:00:00+05:30,719.9000244140625,724.5499877929688,711.0499877929688,716.4500122070312,219219,716.4500122070312,INR
2025-01-20 00:00:00+05:30,715.2999877929688,734.0,711.5,727.7000122070312,234343,727.7000122070312,INR
