date,open,high,low,close,volume,adjusted_close,currency
2022-04-08 00:00:00+05:30,75.25,78.2125015258789,74.25,75.3125,1398068,75.3125,INR
2022-04-11 00:00:00+05:30,76.9625015258789,79.75,75.25,76.4625015258789,680924,76.4625015258789,INR
2022-04-12 00:00:00+05:30,76.7249984741211,77.23750305175781,75.25,76.1500015258789,349208,76.1500015258789,INR
2022-04-13 00:00:00+05:30,77.48750305175781,79.4625015258789,76.2750015258789,76.88749694824219,396676,76.88749694824219,INR
2022-04-18 00:00:00+05:30,76.7125015258789,77.44999694824219,76.125,76.9375,305540,76.9375,INR
2022-04-19 00:00:00+05:30,77.5,77.5,75.5,75.73750305175781,486408,75.73750305175781,INR
2022-04-20 00:00:00+05:30,76.0,76.3375015258789,75.375,75.82499694824219,312884,75.82499694824219,INR
2022-04-21 00:00:00+05:30,77.25,77.25,75.42500305175781,75.82499694824219,270544,75.82499694824219,INR
2022-04-22 00:00:00+05:30,75.75,76.75,75.125,75.3375015258789,288368,75.3375015258789,INR
2022-04-25 00:00:00+05:30,75.3499984741211,76.25,74.30000305175781,75.0875015258789,350280,75.0875015258789,INR
2022-04-26 00:00:00+05:30,75.38749694824219,76.2874984741211,75.01249694824219,75.6500015258789,380628,75.6500015258789,INR
2022-04-27 00:00:00+05:30,75.7249984741211,77.44999694824219,75.1875,76.26249694824219,348232,76.26249694824219,INR
2022-04-28 00:00:00+05:30,76.9000015258789,79.88749694824219,76.25,77.94999694824219,333512,77.94999694824219,INR
2022-04-29 00:00:00+05:30,77.94999694824219,79.69999694824219,77.5,78.5374984741211,224268,78.5374984741211,INR
2022-05-02 00:00:00+05:30,80.26249694824219,80.2750015258789,78.25,78.7249984741211,203324,78.7249984741211,INR
2022-05-04 00:00:00+05:30,80.44999694824219,80.44999694824219,78.6624984741211,79.0374984741211,184564,79.0374984741211,INR
2022-05-05 00:00:00+05:30,79.67500305175781,82.88749694824219,79.2249984741211,81.0999984741211,309256,81.0999984741211,INR
2022-05-06 00:00:00+05:30,80.0,81.25,75.48750305175781,80.26249694824219,228744,80.26249694824219,INR
2022-05-09 00:00:00+05:30,80.9375,80.9375,79.0250015258789,79.82499694824219,130940,79.82499694824219,INR
2022-05-10 00:00:00+05:30,79.75,81.75,78.7874984741211,80.48750305175781,192216,80.48750305175781,INR
2022-05-11 00:00:00+05:30,80.5250015258789,80.875,76.7125015258789,77.5374984741211,249288,77.5374984741211,INR
2022-05-12 00:00:00+05:30,77.25,78.51249694824219,76.19999694824219,76.4749984741211,213544,76.4749984741211,INR
2022-05-13 00:00:00+05:30,77.5,78.75,77.25,78.11250305175781,154536,78.11250305175781,INR
2022-05-16 00:00:00+05:30,78.11250305175781,79.5,78.0,78.5625,179796,78.5625,INR
2022-05-17 00:00:00+05:30,78.73750305175781,79.5,78.0,79.07499694824219,141164,79.07499694824219,INR
2022-05-18 00:00:00+05:30,80.0,80.625,78.75,79.94999694824219,199644,79.94999694824219,INR
2022-05-19 00:00:00+05:30,79.38749694824219,79.5999984741211,78.0,79.0,156164,79.0,INR
2022-05-20 00:00:00+05:30,79.5,81.8499984741211,79.0,81.30000305175781,192408,81.30000305175781,INR
2022-05-23 00:00:00+05:30,82.2125015258789,96.25,81.6500015258789,85.0875015258789,297884,85.0875015258789,INR
2022-05-24 00:00:00+05:30,85.0,85.1500015258789,81.2750015258789,83.7874984741211,213164,83.7874984741211,INR
2022-05-25 00:00:00+05:30,87.6500015258789,89.0,85.01249694824219,85.4375,278804,85.4375,INR
2022-05-26 00:00:00+05:30,87.375,87.44999694824219,83.6875,86.3125,185232,86.3125,INR
2022-05-27 00:00:00+05:30,87.5,87.75,86.5,86.5625,175152,86.5625,INR
2022-05-30 00:00:00+05:30,86.75,88.30000305175781,84.69999694824219,85.17500305175781,253576,85.17500305175781,INR
2022-05-31 00:00:00+05:30,85.48750305175781,86.23750305175781,83.19999694824219,85.48750305175781,312692,85.48750305175781,INR
2022-06-01 00:00:00+05:30,85.11250305175781,87.5,85.01249694824219,86.82499694824219,173264,86.82499694824219,INR
2022-06-02 00:00:00+05:30,86.9749984741211,88.36250305175781,86.25,86.9375,132444,86.9375,INR
2022-06-03 00:00:00+05:30,86.26249694824219,87.8499984741211,86.26249694824219,86.7874984741211,117532,86.7874984741211,INR
2022-06-06 00:00:00+05:30,88.5250015258789,88.5250015258789,86.25,86.51249694824219,422856,86.51249694824219,INR
2022-06-07 00:00:00+05:30,86.32499694824219,87.6500015258789,86.32499694824219,86.7750015258789,106732,86.7750015258789,INR
2022-06-08 00:00:00+05:30,86.92500305175781,87.48750305175781,85.6500015258789,86.8125,173596,86.8125,INR
2022-06-09 00:00:00+05:30,88.25,88.25,86.3375015258789,87.4625015258789,115760,87.4625015258789,INR
2022-06-10 00:00:00+05:30,87.3125,87.4375,86.25,86.4749984741211,128804,86.4749984741211,INR
2022-06-13 00:00:00+05:30,85.26249694824219,86.5,84.55000305175781,85.4000015258789,164156,85.4000015258789,INR
2022-06-14 00:00:00+05:30,85.0,85.86250305175781,84.7750015258789,85.0625,110112,85.0625,INR
2022-06-15 00:00:00+05:30,85.67500305175781,91.0,85.5,90.3125,308792,90.3125,INR
2022-06-16 00:00:00+05:30,90.0749969482422,93.6999969482422,88.75,91.5999984741211,336628,91.5999984741211,INR
2022-06-17 00:00:00+05:30,92.5,92.5,90.0374984741211,90.8375015258789,184752,90.8375015258789,INR
2022-06-20 00:00:00+05:30,89.9375,92.0875015258789,87.625,88.5,161896,88.5,INR
2022-06-21 00:00:00+05:30,88.69999694824219,91.0749969482422,88.69999694824219,90.125,144016,90.125,INR
2022-06-22 00:00:00+05:30,90.25,92.8000030517578,88.9000015258789,92.4000015258789,202732,92.4000015258789,INR
2022-06-23 00:00:00+05:30,91.6875,95.0,90.9875030517578,94.1125030517578,175884,94.1125030517578,INR
2022-06-24 00:00:00+05:30,95.0,98.75,94.1500015258789,95.0374984741211,342548,95.0374984741211,INR
2022-06-27 00:00:00+05:30,96.25,98.0999984741211,95.2874984741211,97.0625,173168,97.0625,INR
2022-06-28 00:00:00+05:30,96.5250015258789,97.375,95.5124969482422,96.9625015258789,158072,96.9625015258789,INR
2022-06-29 00:00:00+05:30,96.375,97.5,95.75,96.4375,124504,96.4375,INR
2022-06-30 00:00:00+05:30,96.0749969482422,97.4749984741211,96.0,96.4250030517578,84616,96.4250030517578,INR
2022-07-01 00:00:00+05:30,97.2375030517578,97.2375030517578,95.2624969482422,96.0250015258789,73564,96.0250015258789,INR
2022-07-04 00:00:00+05:30,97.1750030517578,98.2624969482422,96.3874969482422,97.6875,1066312,97.6875,INR
2022-07-05 00:00:00+05:30,98.5,100.9625015258789,94.0374984741211,97.4000015258789,1243272,97.4000015258789,INR
2022-07-06 00:00:00+05:30,97.0,99.25,97.0,98.7750015258789,961036,98.7750015258789,INR
2022-07-07 00:00:00+05:30,99.4499969482422,100.2249984741211,98.5124969482422,99.25,1813132,99.25,INR
2022-07-08 00:00:00+05:30,99.6999969482422,101.75,98.125,100.0999984741211,1942692,100.0999984741211,INR
2022-07-11 00:00:00+05:30,102.0,103.5749969482422,99.5,100.1624984741211,2049192,100.1624984741211,INR
2022-07-12 00:00:00+05:30,100.4875030517578,101.1999969482422,99.0,99.5250015258789,220708,99.5250015258789,INR
2022-07-13 00:00:00+05:30,100.75,101.25,99.25,99.4250030517578,132516,99.4250030517578,INR
2022-07-14 00:00:00+05:30,99.9875030517578,100.4000015258789,99.1750030517578,99.6875,103012,99.6875,INR
2022-07-15 00:00:00+05:30,100.0,100.4499969482422,99.1125030517578,99.5875015258789,111496,99.5875015258789,INR
2022-07-18 00:00:00+05:30,99.3249969482422,101.7750015258789,99.3249969482422,99.8375015258789,94768,99.8375015258789,INR
2022-07-19 00:00:00+05:30,99.75,100.6500015258789,98.75,98.9749984741211,124600,98.9749984741211,INR
2022-07-20 00:00:00+05:30,99.25,100.4625015258789,98.75,99.4250030517578,103432,99.4250030517578,INR
2022-07-21 00:00:00+05:30,98.875,99.9250030517578,98.75,99.5124969482422,140484,99.5124969482422,INR
2022-07-22 00:00:00+05:30,100.4000015258789,100.75,99.25,99.2874984741211,90808,99.2874984741211,INR
2022-07-25 00:00:00+05:30,99.25,99.8375015258789,97.7750015258789,99.0374984741211,104752,99.0374984741211,INR
2022-07-26 00:00:00+05:30,99.6750030517578,99.7874984741211,98.75,98.9250030517578,214572,98.9250030517578,INR
2022-07-27 00:00:00+05:30,99.3499984741211,99.75,98.75,99.5,133776,99.5,INR
2022-07-28 00:00:00+05:30,100.75,103.4875030517578,99.2750015258789,102.2874984741211,215120,102.2874984741211,INR
2022-07-29 00:00:00+05:30,101.4250030517578,102.4749984741211,100.5,102.0374984741211,70072,102.0374984741211,INR
2022-08-01 00:00:00+05:30,105.25,108.75,105.25,108.1624984741211,370928,108.1624984741211,INR
2022-08-02 00:00:00+05:30,109.6750030517578,110.5,107.5,108.3249969482422,407356,108.3249969482422,INR
2022-08-03 00:00:00+05:30,108.75,109.5,107.9124984741211,108.8000030517578,171488,108.8000030517578,INR
2022-08-04 00:00:00+05:30,109.625,110.4749984741211,107.0875015258789,108.3249969482422,208364,108.3249969482422,INR
2022-08-05 00:00:00+05:30,108.4499969482422,110.0,107.5,107.6374969482422,195204,107.6374969482422,INR
2022-08-08 00:00:00+05:30,108.375,109.1125030517578,107.5,108.2375030517578,103492,108.2375030517578,INR
2022-08-10 00:00:00+05:30,108.4749984741211,108.4749984741211,107.0,107.1875,98768,107.1875,INR
2022-08-11 00:00:00+05:30,108.0,109.5,107.25,108.9375,96180,108.9375,INR
2022-08-12 00:00:00+05:30,109.9749984741211,110.4875030517578,106.75,107.875,192640,107.875,INR
2022-08-16 00:00:00+05:30,108.5250015258789,108.7249984741211,107.5,108.2624969482422,88700,108.2624969482422,INR
2022-08-17 00:00:00+05:30,110.5,110.5,108.0,108.3874969482422,90576,108.3874969482422,INR
2022-08-18 00:00:00+05:30,109.0,109.3499984741211,107.75,108.0625,90780,108.0625,INR
2022-08-19 00:00:00+05:30,107.5250015258789,109.75,107.5250015258789,108.1125030517578,60360,108.1125030517578,INR
2022-08-22 00:00:00+05:30,109.0,109.0,107.75,107.8125,97360,107.8125,INR
2022-08-23 00:00:00+05:30,108.7375030517578,108.7375030517578,107.5124969482422,107.9625015258789,74832,107.9625015258789,INR
2022-08-24 00:00:00+05:30,109.5,109.5,107.75,108.0124969482422,69496,108.0124969482422,INR
2022-08-25 00:00:00+05:30,108.9875030517578,108.9875030517578,107.5,107.8874969482422,76816,107.8874969482422,INR
2022-08-26 00:00:00+05:30,108.75,109.0124969482422,107.8874969482422,108.6500015258789,78752,108.6500015258789,INR
2022-08-29 00:00:00+05:30,107.9000015258789,108.5,106.2624969482422,106.9375,135012,106.9375,INR
2022-08-30 00:00:00+05:30,107.9875030517578,109.6500015258789,107.625,107.9000015258789,83992,107.9000015258789,INR
2022-09-01 00:00:00+05:30,109.5,109.5,105.75,106.1125030517578,110476,106.1125030517578,INR
2022-09-02 00:00:00+05:30,106.3000030517578,108.7624969482422,106.3000030517578,108.3874969482422,84184,108.3874969482422,INR
2022-09-05 00:00:00+05:30,108.75,109.25,107.75,108.2375030517578,72044,108.2375030517578,INR
2022-09-06 00:00:00+05:30,109.375,109.375,108.0875015258789,109.0374984741211,82032,109.0374984741211,INR
2022-09-07 00:00:00+05:30,109.0,109.0,107.25,107.5999984741211,83788,107.5999984741211,INR
2022-09-08 00:00:00+05:30,107.5,110.0,107.5,109.3000030517578,188232,109.3000030517578,INR
