date,open,high,low,close,volume,currency
2025-10-16,9030.0,9177.0,9022.0,9144.5,334619,INR
2025-10-17,9030.0,9177.0,9022.0,9144.5,334619,INR
2025-10-24,9070.0,9099.0,9012.0,9076.5,332130,INR
