date,open,high,low,close,volume,currency
2025-10-17,1499.9,1519.9,1498.0,1515.0,2021043,INR
2025-10-23,1510.0,1547.5,1505.5,1523.9,5011470,INR
2025-10-24,1525.0,1532.6,1516.4,1523.8,1491451,INR
