date,open,high,low,close,volume,adjusted_close,currency
2020-01-02,89.56999969482422,90.56999969482422,89.11000061035156,89.73999786376953,2769800,89.73999786376953,USD
2020-01-03,86.80000305175781,88.16000366210938,86.26000213623047,87.9000015258789,3562900,87.9000015258789,USD
2020-01-06,86.72000122070312,88.06999969482422,86.6500015258789,87.69999694824219,2652700,87.69999694824219,USD
2020-01-07,87.41000366210938,88.16000366210938,86.73999786376953,86.7699966430664,2581300,86.7699966430664,USD
2020-01-08,86.9000015258789,88.44999694824219,86.30000305175781,87.30000305175781,4152500,87.30000305175781,USD
2020-01-09,87.72000122070312,88.72000122070312,87.5,87.94999694824219,2252200,87.94999694824219,USD
2020-01-10,88.04000091552734,88.26000213623047,86.97000122070312,87.30999755859375,2035700,87.30999755859375,USD
2020-01-13,87.30999755859375,87.66999816894531,86.69999694824219,86.88999938964844,2707600,86.88999938964844,USD
2020-01-14,88.16999816894531,89.63999938964844,87.70999908447266,87.8499984741211,3243500,87.8499984741211,USD
2020-01-15,87.61000061035156,88.80000305175781,87.25,88.29000091552734,1878900,88.29000091552734,USD
2020-01-16,88.79000091552734,89.72000122070312,88.77999877929688,89.54000091552734,2427500,89.54000091552734,USD
2020-01-17,89.80000305175781,90.0999984741211,88.95999908447266,89.69999694824219,4221100,89.69999694824219,USD
2020-01-21,87.87999725341797,88.0,84.56999969482422,85.79000091552734,9546700,85.79000091552734,USD
2020-01-22,86.75,87.56999969482422,83.1500015258789,83.33999633789062,8453200,83.33999633789062,USD
2020-01-23,83.0,85.16999816894531,81.05999755859375,84.87999725341797,6194300,84.87999725341797,USD
2020-01-24,84.30999755859375,84.7300033569336,80.27999877929688,81.9000015258789,6869800,81.9000015258789,USD
2020-01-27,78.0,78.45999908447266,76.55000305175781,77.62999725341797,8671300,77.62999725341797,USD
2020-01-28,78.25,78.47000122070312,77.0,77.05000305175781,7575600,77.05000305175781,USD
2020-01-29,77.4000015258789,77.48999786376953,75.01000213623047,75.20999908447266,5508200,75.20999908447266,USD
2020-01-30,74.66000366210938,77.9800033569336,74.44000244140625,77.75,5900400,77.75,USD
2020-01-31,77.16999816894531,77.29000091552734,74.5199966430664,74.80000305175781,5196600,74.80000305175781,USD
2020-02-03,75.48999786376953,77.12000274658203,74.87999725341797,74.91000366210938,3950600,74.91000366210938,USD
2020-02-04,76.63999938964844,79.52999877929688,76.5,78.88999938964844,6423900,78.88999938964844,USD
2020-02-05,80.76000213623047,82.36000061035156,80.05000305175781,81.8499984741211,6993700,81.8499984741211,USD
2020-02-06,82.4000015258789,82.72000122070312,79.79000091552734,80.5,5218800,80.5,USD
2020-02-07,80.0,80.23999786376953,78.6500015258789,79.4800033569336,3129700,79.4800033569336,USD
2020-02-10,78.94999694824219,79.61000061035156,77.77999877929688,79.47000122070312,3492700,79.47000122070312,USD
2020-02-11,80.0199966430664,81.44999694824219,79.94000244140625,80.52999877929688,2763600,80.52999877929688,USD
2020-02-12,81.08000183105469,82.5999984741211,81.0,82.19999694824219,2907100,82.19999694824219,USD
2020-02-13,81.0,81.73999786376953,80.37000274658203,80.98999786376953,2998800,80.98999786376953,USD
2020-02-14,81.0199966430664,81.44000244140625,79.4000015258789,79.55000305175781,3119700,79.55000305175781,USD
2020-02-18,79.0,80.62999725341797,78.6500015258789,80.23999786376953,4183400,80.23999786376953,USD
